2009-06, 1.12653182, 0.9038, 0.5750, 0.05957
2009-05, 1.15092000, 0.8809, 0.5570, 0.05883
2009-04, 1.22404286, 0.8758, 0.5551, 0.06049
2009-03, 1.26451364, 0.8422, 0.5459, 0.06058
2009-02, 1.24514000, 0.8094, 0.5366, 0.05595
2009-01, 1.22630000, 0.8271, 0.5309, 0.05973
2008-12, 1.23450000, 0.8283, 0.5151, 0.06368
2008-11, 1.21817368, 0.8021, 0.5370, 0.06162
2008-10, 1.18475000, 0.8111, 0.5448, 0.06328
2008-09, 1.05829524, 0.8641, 0.5877, 0.06213
2008-08, 1.05439500, 0.9267, 0.6527, 0.06471
2008-07, 1.01269545, 0.9745, 0.6368, 0.06780
2008-06, 1.01673333, 0.9669, 0.6282, 0.06512
2008-05, 0.99937143, 0.9488, 0.6022, 0.06200
2008-04, 1.01388636, 0.9437, 0.6008, 0.06375
2008-03, 1.00202500, 0.9248, 0.5864, 0.06174
2008-02, 0.99908571, 0.9122, 0.5777, 0.05810
2008-01, 1.01113182, 0.8911, 0.5697, 0.05710
2007-12, 1.00314737, 0.8744, 0.5615, 0.05551
2007-11, 0.96711905, 0.8660, 0.5472, 0.05320
2007-10, 0.97523182, 0.8771, 0.5419, 0.05081
2007-09, 1.02535263, 0.8687, 0.5398, 0.05179
2007-08, 1.05822273, 0.8758, 0.5388, 0.05176
2007-07, 1.05033810, 0.9111, 0.5583, 0.05091
2007-06, 1.06516667, 0.8972, 0.5511, 0.05006
2007-05, 1.09490000, 0.9037, 0.5518, 0.05240
2007-04, 1.13425000, 0.9388, 0.5585, 0.05475
2007-03, 1.16822727, 0.9264, 0.5591, 0.05517
2007-02, 1.17066000, 0.9167, 0.5587, 0.05422
2007-01, 1.17593182, 0.9202, 0.5499, 0.05482
2006-12, 1.15300000, 0.9061, 0.5366, 0.05485
2006-11, 1.13619524, 0.8786, 0.5268, 0.05231
2006-10, 1.12860000, 0.8514, 0.5257, 0.05034
2006-09, 1.11617500, 0.8424, 0.5146, 0.05001
2006-08, 1.11826364, 0.8532, 0.5189, 0.05079
2006-07, 1.12924000, 0.8501, 0.5156, 0.05033
2006-06, 1.11384545, 0.8240, 0.4950, 0.04968
2006-05, 1.10946364, 0.8478, 0.5126, 0.05011
2006-04, 1.14377368, 0.8431, 0.5373, 0.04926
2006-03, 1.15740435, 0.8407, 0.5374, 0.04861
2006-02, 1.14889000, 0.8520, 0.5327, 0.04827
2006-01, 1.15728571, 0.8686, 0.5103, 0.04892
2005-12, 1.16100500, 0.8626, 0.5101, 0.04747
2005-11, 1.18107619, 0.8686, 0.5337, 0.04758
2005-10, 1.17757500, 0.8873, 0.5223, 0.04769
2005-09, 1.17759048, 0.9010, 0.5131, 0.04914
2005-08, 1.20402273, 0.9167, 0.5099, 0.05008
2005-07, 1.22274500, 0.9197, 0.5155, 0.04875
2005-06, 1.24021364, 0.9507, 0.5134, 0.05019
2005-05, 1.25550952, 0.9621, 0.5120, 0.05271
2005-04, 1.23601905, 0.9563, 0.4797, 0.05310
2005-03, 1.21610000, 0.9548, 0.4496, 0.05389
2005-02, 1.23967000, 0.9688, 0.4774, 0.05385
2005-01, 1.22533500, 0.9380, 0.4553, 0.05299
2004-12, 1.21910952, 0.9338, 0.4484, 0.05325
2004-11, 1.19607619, 0.9225, 0.4292, 0.04976
2004-10, 1.24694000, 0.9149, 0.4374, 0.04952
2004-09, 1.28779524, 0.9053, 0.4457, 0.04983
2004-08, 1.31177143, 0.9334, 0.4376, 0.05067
2004-07, 1.32194286, 0.9473, 0.4357, 0.05144
2004-06, 1.35765909, 0.9419, 0.4340, 0.05214
2004-05, 1.37832500, 0.9716, 0.4451, 0.05178
2004-04, 1.34245238, 0.9980, 0.4618, 0.04948
2004-03, 1.32835652, 0.9961, 0.4573, 0.04940
2004-02, 1.32896000, 1.0335, 0.4534, 0.05120
2004-01, 1.29599048, 0.9992, 0.4546, 0.04993
2003-12, 1.31283333, 0.9704, 0.4490, 0.04989
2003-11, 1.31257895, 0.9400, 0.4506, 0.04814
2003-10, 1.32184545, 0.9186, 0.4622, 0.04842
2003-09, 1.36322381, 0.9045, 0.4670, 0.04753
2003-08, 1.39565000, 0.9101, 0.4657, 0.04817
